name,National ?,Type,Species,Height,Weight,Abilities,Local ?,Japanese,EV yield,Catch rate,Base Happiness,Base EXP,Growth Rate,Egg Groups,Gender,Egg cycles,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,defenses,evolution_moves,levelup_moves,egg_moves,tutor_moves,tm_moves
Carvanha,318,Water Dark ,Savage Pokémon,2?7? (0.79m),45.9 lbs (20.8 kg),Rough SkinSpeed Boost (hidden ability),097 (Ruby/Sapphire)055 (X/Y)102 (Omega Ruby/Alpha Sapphire)264 (Sun/Moon)345 (Ultra Sun/Ultra Moon)092 (Ultra Sun/Ultra Moon),Kibania,1 Attack ,"225 (29.4% with PokéBall, full HP)",35 (lower than normal),88,Slow,Water 2 ,"50% male, 50% female","20 (base 5,120 steps)",305,45,90,20,65,20,65,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '½'), ('Ele', '2'), ('Gra', '2'), ('Ice', '½'), ('Fig', '2'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', '0'), ('Bug', '2'), ('Roc', ''), ('Gho', '½'), ('Dra', ''), ('Dar', '½'), ('Ste', '½'), ('Fai', '2')])",OrderedDict(),"OrderedDict([('Bite', '1'), ('Leer', '1'), ('Rage', '4'), ('Focus Energy', '8'), ('Aqua Jet', '11'), ('Assurance', '15'), ('Screech', '18'), ('Swagger', '22'), ('Ice Fang', '25'), ('Scary Face', '29'), ('Poison Fang', '32'), ('Crunch', '36'), ('Agility', '39'), ('Take Down', '43')])","OrderedDict([('Ancient Power', 'Rock'), ('Brine', 'Water'), ('Destiny Bond', 'Ghost'), ('Double-Edge', 'Normal'), ('Hydro Pump', 'Water'), ('Psychic Fangs', 'Psychic'), ('Swift', 'Normal'), ('Thrash', 'Normal')])","OrderedDict([('Bounce', 'Flying'), ('Icy Wind', 'Ice'), ('Snore', 'Normal'), ('Spite', 'Ghost'), ('Super Fang', 'Normal'), ('Uproar', 'Normal'), ('Water Pulse', 'Water'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Toxic', '6'), ('Hail', '7'), ('Hidden Power', '10'), ('Taunt', '12'), ('Ice Beam', '13'), ('Blizzard', '14'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Double Team', '32'), ('Torment', '41'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Scald', '55'), ('Payback', '66'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Surf', '94'), ('Snarl', '95'), ('Dark Pulse', '97'), ('Waterfall', '98'), ('Confide', '100')])"
Sharpedo,319,Water Dark ,Brutal Pokémon,5?11? (1.80m),195.8 lbs (88.8 kg),Rough SkinSpeed Boost (hidden ability),098 (Ruby/Sapphire)056 (X/Y)103 (Omega Ruby/Alpha Sapphire)265 (Sun/Moon)346 (Ultra Sun/Ultra Moon)093 (Ultra Sun/Ultra Moon),Samehada,2 Attack ,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),175,Slow,Water 2 ,"50% male, 50% female","20 (base 5,120 steps)",460,70,120,40,95,40,95,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '½'), ('Ele', '2'), ('Gra', '2'), ('Ice', '½'), ('Fig', '2'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', '0'), ('Bug', '2'), ('Roc', ''), ('Gho', '½'), ('Dra', ''), ('Dar', '½'), ('Ste', '½'), ('Fai', '2')])","OrderedDict([('Slash', 'Normal')])","OrderedDict([('Bite', '1'), ('Feint', '1'), ('Focus Energy', '8'), ('Leer', '1'), ('Night Slash', '62'), ('Rage', '4'), ('Slash', '1'), ('Aqua Jet', '11'), ('Assurance', '15'), ('Screech', '18'), ('Swagger', '22'), ('Ice Fang', '25'), ('Scary Face', '29'), ('Poison Fang', '34'), ('Crunch', '40'), ('Agility', '45'), ('Skull Bash', '51'), ('Taunt', '56')])","OrderedDict([('Ancient Power', 'Rock'), ('Brine', 'Water'), ('Destiny Bond', 'Ghost'), ('Double-Edge', 'Normal'), ('Hydro Pump', 'Water'), ('Psychic Fangs', 'Psychic'), ('Swift', 'Normal'), ('Thrash', 'Normal')])","OrderedDict([('Bounce', 'Flying'), ('Icy Wind', 'Ice'), ('Liquidation', 'Water'), ('Snore', 'Normal'), ('Spite', 'Ghost'), ('Super Fang', 'Normal'), ('Uproar', 'Normal'), ('Water Pulse', 'Water'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Roar', '5'), ('Toxic', '6'), ('Hail', '7'), ('Hidden Power', '10'), ('Taunt', '12'), ('Ice Beam', '13'), ('Blizzard', '14'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Earthquake', '26'), ('Return', '27'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Torment', '41'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Scald', '55'), ('Payback', '66'), ('Giga Impact', '68'), ('Bulldoze', '78'), ('Poison Jab', '84'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Surf', '94'), ('Snarl', '95'), ('Dark Pulse', '97'), ('Waterfall', '98'), ('Confide', '100')])"
Wailmer,320,Water ,Ball Whale Pokémon,6?7? (2.01m),286.6 lbs (130.0 kg),ObliviousWater VeilPressure (hidden ability),099 (Ruby/Sapphire)240 (Black 2/White 2)027 (X/Y)104 (Omega Ruby/Alpha Sapphire)266 (Sun/Moon)351 (Ultra Sun/Ultra Moon)098 (Ultra Sun/Ultra Moon),Hoeruko,1 HP ,"125 (16.3% with PokéBall, full HP)",70 (normal),137,Fluctuating,"Field, Water 2 ","50% male, 50% female","40 (base 10,240 steps)",400,130,70,35,70,35,60,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '½'), ('Ele', '2'), ('Gra', '2'), ('Ice', '½'), ('Fig', ''), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '½'), ('Fai', '')])",OrderedDict(),"OrderedDict([('Splash', '1'), ('Growl', '4'), ('Water Gun', '7'), ('Rollout', '10'), ('Whirlpool', '13'), ('Astonish', '16'), ('Water Pulse', '19'), ('Mist', '22'), ('Brine', '25'), ('Rest', '29'), ('Water Spout', '33'), ('Amnesia', '37'), ('Dive', '41'), ('Bounce', '45'), ('Hydro Pump', '49'), ('Heavy Slam', '53')])","OrderedDict([('Aqua Ring', 'Water'), ('Body Slam', 'Normal'), ('Clear Smog', 'Poison'), ('Curse', 'Ghost'), ('Defense Curl', 'Normal'), ('Double-Edge', 'Normal'), ('Fissure', 'Ground'), ('Sleep Talk', 'Normal'), ('Snore', 'Normal'), ('Soak', 'Water'), ('Thrash', 'Normal'), ('Tickle', 'Normal'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Bounce', 'Flying'), ('Hyper Voice', 'Normal'), ('Icy Wind', 'Ice'), ('Snore', 'Normal'), ('Water Pulse', 'Water'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Roar', '5'), ('Toxic', '6'), ('Hail', '7'), ('Hidden Power', '10'), ('Ice Beam', '13'), ('Blizzard', '14'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Earthquake', '26'), ('Return', '27'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Echoed Voice', '49'), ('Scald', '55'), ('Bulldoze', '78'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Surf', '94'), ('Waterfall', '98'), ('Confide', '100')])"
Wailord,321,Water ,Float Whale Pokémon,47?7? (14.50m),877.4 lbs (398.0 kg),ObliviousWater VeilPressure (hidden ability),100 (Ruby/Sapphire)241 (Black 2/White 2)028 (X/Y)105 (Omega Ruby/Alpha Sapphire)267 (Sun/Moon)352 (Ultra Sun/Ultra Moon)099 (Ultra Sun/Ultra Moon),Hoeruo,2 HP ,"60 (7.8% with PokéBall, full HP)",70 (normal),206,Fluctuating,"Field, Water 2 ","50% male, 50% female","40 (base 10,240 steps)",500,170,90,45,90,45,60,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '½'), ('Ele', '2'), ('Gra', '2'), ('Ice', '½'), ('Fig', ''), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '½'), ('Fai', '')])",OrderedDict(),"OrderedDict([('Growl', '4'), ('Heavy Slam', '65'), ('Noble Roar', '1'), ('Rollout', '10'), ('Soak', '1'), ('Splash', '1'), ('Water Gun', '7'), ('Whirlpool', '13'), ('Astonish', '16'), ('Water Pulse', '19'), ('Mist', '22'), ('Brine', '25'), ('Rest', '29'), ('Water Spout', '33'), ('Amnesia', '37'), ('Dive', '44'), ('Bounce', '51'), ('Hydro Pump', '58')])","OrderedDict([('Aqua Ring', 'Water'), ('Body Slam', 'Normal'), ('Clear Smog', 'Poison'), ('Curse', 'Ghost'), ('Defense Curl', 'Normal'), ('Double-Edge', 'Normal'), ('Fissure', 'Ground'), ('Sleep Talk', 'Normal'), ('Snore', 'Normal'), ('Soak', 'Water'), ('Thrash', 'Normal'), ('Tickle', 'Normal'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Block', 'Normal'), ('Bounce', 'Flying'), ('Hyper Voice', 'Normal'), ('Icy Wind', 'Ice'), ('Iron Head', 'Steel'), ('Liquidation', 'Water'), ('Snore', 'Normal'), ('Water Pulse', 'Water'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Roar', '5'), ('Toxic', '6'), ('Hail', '7'), ('Hidden Power', '10'), ('Ice Beam', '13'), ('Blizzard', '14'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Earthquake', '26'), ('Return', '27'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Echoed Voice', '49'), ('Scald', '55'), ('Giga Impact', '68'), ('Bulldoze', '78'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Surf', '94'), ('Waterfall', '98'), ('Confide', '100')])"
Numel,322,Fire Ground ,Numb Pokémon,2?4? (0.71m),52.9 lbs (24.0 kg),ObliviousSimpleOwn Tempo (hidden ability),101 (Ruby/Sapphire)204 (Black 2/White 2)106 (Omega Ruby/Alpha Sapphire),Donmeru,1 Special Attack ,"255 (33.3% with PokéBall, full HP)",70 (normal),88,Medium Fast,Field ,"50% male, 50% female","20 (base 5,120 steps)",305,60,60,40,65,45,35,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '4'), ('Ele', '0'), ('Gra', ''), ('Ice', ''), ('Fig', ''), ('Poi', '½'), ('Gro', '2'), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', ''), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '½'), ('Fai', '½')])",OrderedDict(),"OrderedDict([('Growl', '1'), ('Tackle', '1'), ('Ember', '5'), ('Focus Energy', '8'), ('Magnitude', '12'), ('Flame Burst', '15'), ('Amnesia', '19'), ('Lava Plume', '22'), ('Earth Power', '26'), ('Curse', '29'), ('Take Down', '31'), ('Yawn', '36'), ('Earthquake', '40'), ('Flamethrower', '43'), ('Double-Edge', '47')])","OrderedDict([('Ancient Power', 'Rock'), ('Body Slam', 'Normal'), ('Defense Curl', 'Normal'), ('Endure', 'Normal'), ('Growth', 'Normal'), ('Heat Wave', 'Fire'), ('Heavy Slam', 'Steel'), ('Howl', 'Normal'), ('Iron Head', 'Steel'), ('Mud Bomb', 'Ground'), ('Rollout', 'Rock'), ('Scary Face', 'Normal'), ('Spit Up', 'Normal'), ('Stockpile', 'Normal'), ('Stomp', 'Normal'), ('Swallow', 'Normal'), ('Yawn', 'Normal')])","OrderedDict([('After You', 'Normal'), ('Earth Power', 'Ground'), ('Heat Wave', 'Fire'), ('Iron Head', 'Steel'), ('Snore', 'Normal'), ('Stealth Rock', 'Rock')])","OrderedDict([('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Protect', '17'), ('Frustration', '21'), ('Earthquake', '26'), ('Return', '27'), ('Double Team', '32'), ('Flamethrower', '35'), ('Sandstorm', '37'), ('Fire Blast', '38'), ('Rock Tomb', '39'), ('Facade', '42'), ('Flame Charge', '43'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Echoed Voice', '49'), ('Overheat', '50'), ('Will-O-Wisp', '61'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Nature Power', '96'), ('Confide', '100')])"
Camerupt,323,Fire Ground ,Eruption Pokémon,6?3? (1.91m),485 lbs (220.0 kg),Magma ArmorSolid RockAnger Point (hidden ability),102 (Ruby/Sapphire)205 (Black 2/White 2)107 (Omega Ruby/Alpha Sapphire),Bakuda,"1 Attack, 1 Special Attack ","150 (19.6% with PokéBall, full HP)",70 (normal),175,Medium Fast,Field ,"50% male, 50% female","20 (base 5,120 steps)",460,70,100,70,105,75,40,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '4'), ('Ele', '0'), ('Gra', ''), ('Ice', ''), ('Fig', ''), ('Poi', '½'), ('Gro', '2'), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', ''), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '½'), ('Fai', '½')])","OrderedDict([('Rock Slide', 'Rock')])","OrderedDict([('Ember', '8'), ('Eruption', '52'), ('Fissure', '59'), ('Focus Energy', '8'), ('Growl', '1'), ('Rock Slide', '1'), ('Tackle', '1'), ('Magnitude', '12'), ('Flame Burst', '15'), ('Amnesia', '19'), ('Lava Plume', '22'), ('Earth Power', '26'), ('Curse', '29'), ('Take Down', '31'), ('Yawn', '39'), ('Earthquake', '46')])","OrderedDict([('Ancient Power', 'Rock'), ('Body Slam', 'Normal'), ('Defense Curl', 'Normal'), ('Endure', 'Normal'), ('Growth', 'Normal'), ('Heat Wave', 'Fire'), ('Heavy Slam', 'Steel'), ('Howl', 'Normal'), ('Iron Head', 'Steel'), ('Mud Bomb', 'Ground'), ('Rollout', 'Rock'), ('Scary Face', 'Normal'), ('Spit Up', 'Normal'), ('Stockpile', 'Normal'), ('Stomp', 'Normal'), ('Swallow', 'Normal'), ('Yawn', 'Normal')])","OrderedDict([('After You', 'Normal'), ('Earth Power', 'Ground'), ('Heat Wave', 'Fire'), ('Iron Head', 'Steel'), ('Snore', 'Normal'), ('Stealth Rock', 'Rock'), ('Stomping Tantrum', 'Ground')])","OrderedDict([('Roar', '5'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Hyper Beam', '15'), ('Protect', '17'), ('Frustration', '21'), ('Solar Beam', '22'), ('Earthquake', '26'), ('Return', '27'), ('Double Team', '32'), ('Flamethrower', '35'), ('Sandstorm', '37'), ('Fire Blast', '38'), ('Rock Tomb', '39'), ('Facade', '42'), ('Flame Charge', '43'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Echoed Voice', '49'), ('Overheat', '50'), ('Will-O-Wisp', '61'), ('Explosion', '64'), ('Giga Impact', '68'), ('Rock Polish', '69'), ('Stone Edge', '71'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Flash Cannon', '91'), ('Nature Power', '96'), ('Confide', '100')])"
Torkoal,324,Fire ,Coal Pokémon,1?8? (0.51m),177.3 lbs (80.4 kg),DroughtWhite SmokeShell Armor (hidden ability),105 (Ruby/Sapphire)096 (X/Y)110 (Omega Ruby/Alpha Sapphire)223 (Sun/Moon)287 (Ultra Sun/Ultra Moon)108 (Ultra Sun/Ultra Moon),Kotasu,2 Defense ,"90 (11.8% with PokéBall, full HP)",70 (normal),161,Medium Fast,Field ,"50% male, 50% female","20 (base 5,120 steps)",470,70,85,140,85,70,20,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '2'), ('Ele', ''), ('Gra', '½'), ('Ice', '½'), ('Fig', ''), ('Poi', ''), ('Gro', '2'), ('Fly', ''), ('Psy', ''), ('Bug', '½'), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '½'), ('Fai', '½')])",OrderedDict(),"OrderedDict([('Ember', '1'), ('Smog', '4'), ('Withdraw', '7'), ('Rapid Spin', '10'), ('Fire Spin', '13'), ('Smokescreen', '15'), ('Flame Wheel', '18'), ('Curse', '22'), ('Lava Plume', '25'), ('Body Slam', '27'), ('Protect', '30'), ('Flamethrower', '34'), ('Iron Defense', '38'), ('Amnesia', '40'), ('Flail', '42'), ('Heat Wave', '45'), ('Shell Smash', '47'), ('Inferno', '50')])","OrderedDict([('Clear Smog', 'Poison'), ('Endure', 'Normal'), ('Eruption', 'Fire'), ('Fissure', 'Ground'), ('Flame Burst', 'Fire'), ('Skull Bash', 'Normal'), ('Sleep Talk', 'Normal'), ('Superpower', 'Fighting'), ('Yawn', 'Normal')])","OrderedDict([('After You', 'Normal'), ('Earth Power', 'Ground'), ('Heat Wave', 'Fire'), ('Iron Defense', 'Steel'), ('Iron Tail', 'Steel'), ('Snore', 'Normal'), ('Stealth Rock', 'Rock'), ('Stomping Tantrum', 'Ground'), ('Superpower', 'Fighting')])","OrderedDict([('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Hyper Beam', '15'), ('Protect', '17'), ('Frustration', '21'), ('Solar Beam', '22'), ('Earthquake', '26'), ('Return', '27'), ('Double Team', '32'), ('Flamethrower', '35'), ('Sludge Bomb', '36'), ('Fire Blast', '38'), ('Rock Tomb', '39'), ('Facade', '42'), ('Flame Charge', '43'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Overheat', '50'), ('Will-O-Wisp', '61'), ('Explosion', '64'), ('Giga Impact', '68'), ('Stone Edge', '71'), ('Gyro Ball', '74'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Nature Power', '96'), ('Confide', '100')])"
Spoink,325,Psychic ,Bounce Pokémon,2?4? (0.71m),67.5 lbs (30.6 kg),Own TempoThick FatGluttony (hidden ability),110 (Ruby/Sapphire)206 (Black 2/White 2)007 (X/Y)115 (Omega Ruby/Alpha Sapphire),Banebu,1 Special Defense ,"255 (33.3% with PokéBall, full HP)",70 (normal),89,Fast,Field ,"50% male, 50% female","20 (base 5,120 steps)",330,60,25,35,70,80,60,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', ''), ('Fig', '½'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', '½'), ('Bug', '2'), ('Roc', ''), ('Gho', '2'), ('Dra', ''), ('Dar', '2'), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Splash', '1'), ('Psywave', '7'), ('Odor Sleuth', '10'), ('Psybeam', '14'), ('Psych Up', '15'), ('Confuse Ray', '18'), ('Magic Coat', '21'), ('Zen Headbutt', '26'), ('Power Gem', '29'), ('Rest', '29'), ('Snore', '33'), ('Psyshock', '38'), ('Payback', '40'), ('Psychic', '44'), ('Bounce', '50')])","OrderedDict([('Amnesia', 'Psychic'), ('Endure', 'Normal'), ('Extrasensory', 'Psychic'), ('Future Sight', 'Psychic'), ('Lucky Chant', 'Normal'), ('Mirror Coat', 'Psychic'), ('Simple Beam', 'Normal'), ('Skill Swap', 'Psychic'), ('Trick', 'Psychic'), ('Whirlwind', 'Normal'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Ally Switch', 'Psychic'), ('Bounce', 'Flying'), ('Covet', 'Normal'), ('Heal Bell', 'Normal'), ('Icy Wind', 'Ice'), ('Iron Tail', 'Steel'), ('Magic Coat', 'Psychic'), ('Recycle', 'Normal'), ('Role Play', 'Psychic'), ('Shock Wave', 'Electric'), ('Signal Beam', 'Bug'), ('Skill Swap', 'Psychic'), ('Snatch', 'Dark'), ('Snore', 'Normal'), ('Telekinesis', 'Psychic'), ('Trick', 'Psychic'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Psyshock', '3'), ('Calm Mind', '4'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Light Screen', '16'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Psychic', '29'), ('Shadow Ball', '30'), ('Double Team', '32'), ('Reflect', '33'), ('Torment', '41'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Charge Beam', '57'), ('Payback', '66'), ('Thunder Wave', '73'), ('Psych Up', '77'), ('Dream Eater', '85'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Trick Room', '92'), ('Confide', '100')])"
Grumpig,326,Psychic ,Manipulate Pokémon,2?11? (0.89m),157.6 lbs (71.5 kg),Own TempoThick FatGluttony (hidden ability),111 (Ruby/Sapphire)207 (Black 2/White 2)008 (X/Y)116 (Omega Ruby/Alpha Sapphire),Bupiggu,2 Special Defense ,"60 (7.8% with PokéBall, full HP)",70 (normal),164,Fast,Field ,"50% male, 50% female","20 (base 5,120 steps)",470,80,45,65,90,110,80,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', ''), ('Fig', '½'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', '½'), ('Bug', '2'), ('Roc', ''), ('Gho', '2'), ('Dra', ''), ('Dar', '2'), ('Ste', ''), ('Fai', '')])","OrderedDict([('Teeter Dance', 'Normal')])","OrderedDict([('Belch', '1'), ('Odor Sleuth', '10'), ('Psybeam', '14'), ('Psywave', '7'), ('Splash', '1'), ('Teeter Dance', '1'), ('Psych Up', '15'), ('Confuse Ray', '18'), ('Magic Coat', '21'), ('Zen Headbutt', '26'), ('Power Gem', '29'), ('Rest', '35'), ('Snore', '35'), ('Psyshock', '42'), ('Payback', '46'), ('Psychic', '52'), ('Bounce', '60')])","OrderedDict([('Amnesia', 'Psychic'), ('Endure', 'Normal'), ('Extrasensory', 'Psychic'), ('Future Sight', 'Psychic'), ('Lucky Chant', 'Normal'), ('Mirror Coat', 'Psychic'), ('Simple Beam', 'Normal'), ('Skill Swap', 'Psychic'), ('Trick', 'Psychic'), ('Whirlwind', 'Normal'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Ally Switch', 'Psychic'), ('Bounce', 'Flying'), ('Covet', 'Normal'), ('Drain Punch', 'Fighting'), ('Fire Punch', 'Fire'), ('Focus Punch', 'Fighting'), ('Heal Bell', 'Normal'), ('Ice Punch', 'Ice'), ('Icy Wind', 'Ice'), ('Iron Tail', 'Steel'), ('Laser Focus', 'Normal'), ('Magic Coat', 'Psychic'), ('Recycle', 'Normal'), ('Role Play', 'Psychic'), ('Shock Wave', 'Electric'), ('Signal Beam', 'Bug'), ('Skill Swap', 'Psychic'), ('Snatch', 'Dark'), ('Snore', 'Normal'), ('Telekinesis', 'Psychic'), ('Thunder Punch', 'Electric'), ('Trick', 'Psychic'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Psyshock', '3'), ('Calm Mind', '4'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Hyper Beam', '15'), ('Light Screen', '16'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Psychic', '29'), ('Shadow Ball', '30'), ('Brick Break', '31'), ('Double Team', '32'), ('Reflect', '33'), ('Torment', '41'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Focus Blast', '52'), ('Energy Ball', '53'), ('Fling', '56'), ('Charge Beam', '57'), ('Payback', '66'), ('Giga Impact', '68'), ('Thunder Wave', '73'), ('Psych Up', '77'), ('Bulldoze', '78'), ('Dream Eater', '85'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Trick Room', '92'), ('Confide', '100')])"
Spinda,327,Normal ,Spot Panda Pokémon,3?7? (1.09m),11 lbs (5.0 kg),Own TempoTangled FeetContrary (hidden ability),114 (Ruby/Sapphire)131 (X/Y)119 (Omega Ruby/Alpha Sapphire)105 (Sun/Moon)128 (Ultra Sun/Ultra Moon)128 (Ultra Sun/Ultra Moon),Patchiru,1 Special Attack ,"255 (33.3% with PokéBall, full HP)",70 (normal),85,Fast,"Field, Human-Like ","50% male, 50% female","15 (base 3,840 steps)",360,60,60,60,60,60,60,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', ''), ('Fig', '2'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', '0'), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Tackle', '1'), ('Copycat', '5'), ('Feint Attack', '10'), ('Psybeam', '14'), ('Hypnosis', '19'), ('Dizzy Punch', '23'), ('Sucker Punch', '28'), ('Teeter Dance', '32'), ('Uproar', '37'), ('Psych Up', '41'), ('Double-Edge', '46'), ('Flail', '50'), ('Thrash', '55')])","OrderedDict([('Assist', 'Normal'), ('Baton Pass', 'Normal'), ('Disable', 'Normal'), ('Encore', 'Normal'), ('Fake Out', 'Normal'), ('Fake Tears', 'Dark'), ('Guard Split', 'Psychic'), ('Icy Wind', 'Ice'), ('Psycho Cut', 'Psychic'), ('Psycho Shift', 'Psychic'), ('Rapid Spin', 'Normal'), ('Role Play', 'Psychic'), ('Smelling Salts', 'Normal'), ('Spotlight', 'Normal'), ('Trick', 'Psychic'), ('Water Pulse', 'Water'), ('Wish', 'Normal')])","OrderedDict([('Covet', 'Normal'), ('Drain Punch', 'Fighting'), ('Fire Punch', 'Fire'), ('Focus Punch', 'Fighting'), ('Helping Hand', 'Normal'), ('Hyper Voice', 'Normal'), ('Ice Punch', 'Ice'), ('Icy Wind', 'Ice'), ('Last Resort', 'Normal'), ('Low Kick', 'Fighting'), ('Recycle', 'Normal'), ('Role Play', 'Psychic'), ('Shock Wave', 'Electric'), ('Skill Swap', 'Psychic'), ('Snatch', 'Dark'), ('Snore', 'Normal'), ('Stomping Tantrum', 'Ground'), ('Thunder Punch', 'Electric'), ('Trick', 'Psychic'), ('Uproar', 'Normal'), ('Water Pulse', 'Water'), ('Zen Headbutt', 'Psychic')])","OrderedDict([('Work Up', '1'), ('Calm Mind', '4'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Protect', '17'), ('Rain Dance', '18'), ('Safeguard', '20'), ('Frustration', '21'), ('Return', '27'), ('Psychic', '29'), ('Shadow Ball', '30'), ('Brick Break', '31'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Thief', '46'), ('Round', '48'), ('Fling', '56'), ('Psych Up', '77'), ('Rock Slide', '80'), ('Dream Eater', '85'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Trick Room', '92'), ('Wild Charge', '93'), ('Confide', '100')])"
